,id,title,text,entity,negative,key_entity,our_negative,our_key_entity
7187,12188,//@远方的思念01086:@狼心难改::建议:天津法院改名为“津贵所法院”《津贵所在清理整顿之中》，掩耳盗铃，枉法裁定书《不属人民法院受理范围》，一律不给受害者立案，这护身符和充当保护伞，使其津贵所一天津融金汇银上海浦东分公司(上海银天下)，一个双手沾满受害者鲜血的吸血鬼，成为“合法”现货诈,//@远方的思念01086:@狼心难改::建议:天津法院改名为津贵所法院《津贵所在清理整顿之中》，掩耳盗铃，枉法裁定书《不属人民法院受理范围》，一律不给受害者立案，这护身符和充当保护伞，使其津贵所一天津融金汇银上海浦东分公司(上海银天下)，一个双手沾满受害者鲜血的吸血鬼，成为合法现货诈,天津融金汇银上海普通分公司（上海银天下）;津贵所;融金汇银;融金汇,1,天津融金汇银上海普通分公司（上海银天下）,1,津贵所;天津融金汇银上海普通分公司（上海银天下）
7188,12189,①万家乐卷入草根投资案 ②浙江P2P平台53财服被立案 | P2P观察日报," {IMG:1} 北京互金协会宣布启动P2P自律检查工作 10月22日，据北京市互联网金融行业协会官微宣布，P2P网贷自律检查工作于本周正式启动。据悉，10月22日, 协会召开了自律检查启动会。协会有关负责人主持会议，进行整体工作动员和部署，宣读自律检查的纪律要求，并对下一步检查工作做出具体安排。本次启动会对检查流程、标准、现场检查注意事项进行了说明。（ 北京市互联网金融行业协会） 共3000亿元！央行再增加再贷款和再贴现额度 为改善小微企业和民营企业融资环境，人民银行今年6月增加了再贷款和再贴现额度1500亿元，现决定在此基础上，再增加再贷款和再贴现额度1500亿元，发挥其定向调控、精准滴灌功能，支持金融机构扩大对小微、民营企业的信贷投放。（新浪） 万家乐卷入草根投资案：董事长失联、子公司被查封 曾任要职 10月22日晚间，万家乐发布公告称，公司控股子公司浙江翰晟携创实业有限公司（下称浙江翰晟）办公场所及部分物品已经于10月19日被公安局查封，浙江翰晟已无法正常开展经营活动，恢复时间未能确定。 ? 公告显示，万家乐接到控股子公司浙江翰晟有关人员报告称，2018年10月19日，浙江翰晟接到杭州市公安局余杭分局下发的《查封决定书》，当中提到杭州市公安局余杭分局在侦查金忠栲等人涉嫌非法吸收公众存款案件中发现浙江翰晟持有的部分财物、文件可用以证明犯罪嫌疑人有罪或无罪。（互联网金融新闻中心） 维权请理性！2名投资人因非法聚集被行政拘留 10月22日，合肥市公安分局庐阳公安官微发布消息，对大志投资集团有限公司涉嫌非法集资案中，部分投资人非法聚集的行为予以通报，对其中2人予以行政拘留。（ 庐阳公安） 浙江P2P平台53财服被立案 7月曾公告延期兑付 10月22日，宁波市公安局鄞州分局发布通报，称于当天对宁波杰邦互联网金融信息服务有限公司(53财服)涉嫌非法吸收公众存款案立案侦查，目前案件侦办工作正在开展中。（ 鄞州分局） {IMG:2} ??声明?|?文章内容仅供传递信息，不构成投资建议，转载请注明出处。 ?? 公众号内对话框回复以下关键词 获取精选内容 回复【预警】，查询P2P问题平台跟踪及预警内容 回复【十问】，查看数十位网贷平台大佬真知灼见 回复【周榜】，查看上周成交量前100家平台榜单 回复【直播】，直播间观看网贷行业热点动态 回复【入群】，私聊勾搭观察君进P2P投资理财群 ???? 如何快速找到P2P观察？ 把我设为??星?标??? 这样我们就不会错过啦！ ▼ {IMG:3} 第2期【 你星标，我送书】活动 中奖名单新鲜出炉！ @简单点、@hans、@允法、@维华、@皮皮 请上面5位中奖的朋友 给观察君私信你们的收件地址（地址发公众号对话框内即可） 星标截图发到公众号对话框 观察君将继续随机抽5个人 送出下面这本书： 《投资的护城河》 （人民邮电出版社普华文化）? {IMG:4} 来自美国老牌评级机构的投资精髓 精解巴菲特的价值投资理念 66个经典鲜活的案例 48个一目了然的图表 带我们洞悉投资的本质 10月26日公布结果 请留意文章末尾 网络一线牵 珍惜这份缘 如果你喜欢看书 我就变着花样送给你 ?????? 看完记得点个赞哦",万家乐;浙江翰晟携创实业有限公司;53财服;宁波杰邦互联网金融信息服务有限公司;草根投资;浙江翰晟,1,万家乐;浙江翰晟携创实业有限公司;53财服;宁波杰邦互联网金融信息服务有限公司;草根投资;浙江翰晟,1,宁波杰邦互联网金融信息服务有限公司;53财服;浙江翰晟携创实业有限公司;万家乐;草根投资
7190,12191,,又一家P2P公司爆雷永利宝CEO失联众多投资人火速报案,多投;永利宝,1,永利宝,1,多投;永利宝
7193,12194,零壹新金融日报：度小满与光大银行达成战略合作；P2P平台“安心贷”非法吸收公众存款被立案,{IMG:1} {IMG:2} {IMG:3} 来源：零壹财经 作者：孙思玮 ??要闻速览?? 1. 交通部：2019年将实现260个地级以上城市交通一卡通互联互通 2. 工信部部长苗圩：人工智能是引领未来发展的战略性技术 3. P2P平台安心贷非法吸收公众存款被立案 4. 中华保险集团与腾讯签署战略合作协议 推动数字化与保险业的融合 5.水滴保险商城母公司完成超10亿元C轮融资，由博裕资本领投 6. 京东数科收购哆啦宝，进军线下收单市场 7. 花旗预测阿里巴巴在港上市将提振港交所成交量 8. 格力：部分行政机关对奥克斯空调首次检测结论也为不合格 9. 度小满与光大银行达成战略合作 10. 科创板过会企业增至6家? 发行注册程序正式启动 11. 央行招聘支付、开放银行、人工智能、区块链等领域研究人才 12. 阿里腾讯进击韩国互联网 13. 软银集团确认将2亿美元投资巴西金融科技创企Creditas 【监管动态】 交通部：2019年将实现260个地级以上城市交通一卡通互联互通 交通运输部新闻发言人吴春耕今日在新闻发布会上表示，2019年将实现260个地级以上城市交通一卡通互联互通。实现245个地级以上城市、89个县级城市交通一卡通互联互通，其中15个地级以上城市实现了移动支付应用。 工信部部长苗圩：人工智能是引领未来发展的战略性技术 36氪讯，据工信部消息，日前，工信部部长苗圩率团出席了在日本筑波举行的G20数字经济部长会议以及G20贸易和数字经济部长联席会议，并作主题发言。苗圩表示，人工智能是引领未来发展的战略性技术，应本着以人为中心的发展理念，加强国际交流与合作，趋利避害，更好地服务经济和社会发展。会议通过了《联合声明》以及《G20人工智能原则》。 P2P平台安心贷非法吸收公众存款被立案 6月11日下午，北京石景山警方通报，警方对P2P平台安心贷运营方北京君安信科技有限公司非法吸收公众存款案开展立案侦查。近日，嫌犯刘勋等人已被移送石景山检察院审查，国际刑警组织已对主要犯罪嫌疑人翁立峰发布红色通缉令。 根据官网数据显示，截至6月12日，安心贷累计成交额为313.19亿元。截至5月31日，借贷余额为28.82亿元，逾期金额为9841.96万元，逾期笔数为2251笔，逾期90天以上金额为4179万元，逾期90天以上笔数为1066笔。 【公司动态】 中华保险集团与腾讯签署战略合作协议 推动数字化与保险业的融合 6月12日，中华保险集团与腾讯在深圳签署战略合作协议，双方将以中华保险数字化转型为目标，推动腾讯领先的数字化技术能力与中华保险丰富多元的业务场景深度融合，实现中华保险客户服务、业务模式、运营效率的优化升级，进而为用户提供更全面、多样、智能的金融保险服务。? 双方此次合作将覆盖云计算架构、大数据、保险科技等多个层次，腾讯丰富的数字接口和数字化工具箱，与中华保险多样的产品服务相结合，助力中华保险的数字化转型。 水滴保险商城母公司完成超10亿元C轮融资，由博裕资本领投 6月12日，刚刚完成全新品牌升级的水滴保险商城（前身：水滴保）宣布，其母公司完成超10亿元人民币的C轮融资，由博裕资本领投，腾讯、中金公司、高榕资本、元钛长青基金、凯智资本（主要出资人：链家创始人左晖、美团点评联合创始人王慧文、前美团COO干嘉伟等）跟投。（i黑马） 京东数科收购哆啦宝，进军线下收单市场 近日，聚合支付哆啦宝发生工商信息变更，原来的8个自然投资人和控股股东全部退出，现在京东旗下京东汇正是唯一投资人。 目前，哆啦宝法定代表人变更为张雱，公开资料显示，张雱曾任职京东金融，现为刘强东助理。同时还担任哆啦宝的执行董事。根据企查查，张雱名下共有437家关联公司。 此外，国家企业信用信息公示系统显示，哆啦宝联合创始人兼CEO常大维仍担任经理，此前，常大维曾是易宝支付创始人兼CTO，先后负责产品技术，运营和客户服务；而哆啦宝的数次融资中也有易宝支付的身影。 花旗预测阿里巴巴在港上市将提振港交所成交量 花旗集团最新发布研究报告称，阿里巴巴若在香港上市，有望提振香港交易所的成交量，并给港交所每股收益带来中单位数的增长。花旗分析师YafeiTian表示，阿里巴巴在港上市后，最初的影响可能会相对较小，因为投资者仍会进行阿里巴巴美股的交易。如果投资者对于阿里巴巴股票的交易兴趣与腾讯相似，则港交所的日均成交量有望因此而增加10%-15%。（中证网） 格力：部分行政机关对奥克斯空调首次检测结论也为不合格 格力电器法务部副部长李明晶透露，在向国家市场监管总局举报奥克斯之前，已经向各地监管部门实名举报了（奥克斯部分型号空调质量不合格的）情况，相关的国家行政机关也受理了公司的投诉，其中有一些行政机关的第一次检测结论也是不合格的，相关的产品目前正在复检中。（21世纪经济报道） 度小满与光大银行达成战略合作 中国光大银行与度小满金融（原百度金融）今日签署战略合作协议。双方宣布将基于各自资源优势，在金融科技、个人金融、消费金融、支付与场景、公司金融、员工综合服务、综合金融等领域全面深化战略合作。据透露，度小满金融还将和光大银行理财子公司深度合作，优势互补，探索多个领域的合作空间。（新浪财经） 【行业动态】 科创板过会企业增至6家? 发行注册程序正式启动 上交所网站6月11日公布第二次上市委会议审议结果，同意福光股份、华兴源创以及睿创微纳3家企业首发上市申请。至此，已有6家企业成功过会。同日，上交所官网显示，首批过会的微芯生物、天准科技、安集科技已提交注册申请，科创板注册程序正式启动。中国证监会在20个工作日内对发行人的注册申请作出同意注册或者不予注册的决定。（中证报） 央行招聘支付、开放银行、人工智能、区块链等领域研究人才 2019年6月12日，中国人民银行清算总中心发布招聘信息，主要招聘博士后研究人员。其中，课题研究有金融基础设施建设研究、人工智能应用研究、开放银行架构应用研究、区块链技术应用研究、支付系统大数据应用研究等五大方向。 【国际动态】 阿里腾讯进击韩国互联网 在韩国旅游攻略里常见的著名景点，无论是东大门、明洞、北村韩屋村、济州岛还是韩国首尔历史最悠久的大学之一梨花女子大学，基本都实现了支付宝及微信支付，乃至于如机场、地铁、出租车等基础设施支持中文及中国支付服务都已经成为了最常见的景象。 软银集团确认将2亿美元投资巴西金融科技创企Creditas 据巴西当地媒体报道，日本软银集团近日确认，将对巴西金融科技创企Creditas投资2亿美元。本次投资完成后，Creditas平台估值有望达到7亿美元。Creditas成立于2012年，原名EasyBank，主要提供在线信贷服务。2016年，该公司转变经营模式，允许用户使用房产或车辆进行抵押借款，借款额从1300美元到51800美元不等。Creditas公司数据显示，2018年该公司净收入相比于2012年增长了5倍。此前，Creditas累计获得了8800万美元融资，其中包括2017年12月到2019年4月获得的总额5500美元的C轮融资。（未央网） --/ END /-- 点击关键词，查看更多精彩报告 精品报告：? ????????????? ?? ?????? ???? 榜单：? ?????? 了解最新资讯请点击文末阅读原文                                                                                  ,光大银行;新金融;度小满;安心贷,1,安心贷,1,度小满;新金融;安心贷
7197,12198,,【（分享来自@今日头条）坐实：国家工商行政管理总局回复悦花越有涉嫌非法集资，可向当地处非办举报近日,悦花越有;头条;工商行政管理,1,悦花越有,1,悦花越有;工商行政管理
7199,12200,,平台曝光平台名称:乐投资平台网址:http://www.letouzi.com/曝光原因:兑现困难本帖最后由亿利达于2016-1-816:29编辑乐投资一个没有钻石的钻石质押贷，从12月初就已经出现体现困难，老板自己把钱拿去收购公司，投资客的资金随意动用，导致逾期无法处理所谓的质押钻石，一个活生生的庞氏骗局，投资客都还处在维权路,乐投;乐投资,1,乐投资,1,乐投
7201,12202,把600亿美元无赠与[泪][泪]#普惠金融诈骗# #浙商银行是共犯# #投融家、得宝理财…诈骗#,把600亿美元无赠与[泪][泪]#普惠金融诈骗# #浙商银行是共犯# #投融家、得宝理财…诈骗#,普惠金融;浙商银行;得宝理财;投融家;浙商银行直销银行,1,普惠金融;浙商银行;得宝理财;投融家,1,得宝理财;投融家;浙商银行直销银行
7202,12203,,截止2018年6月30日，同力水泥的2018年半年报中关联担保情况中的信息显示，其中同力水泥通过许平南高速为河南投资集团的20亿元担保,同力水泥;投资集团,1,同力水泥,1,同力水泥;投资集团
7205,12206,融360违法违规平台名录之 理财范," 理财范与融360合作了多个产品，包括教育贷、抵押贷、白领贷、首付贷等产品。由于产品较多，现仅以教育贷为例进行评审。 　　理财范的教育贷所签订的合同为《理财范-债权转让及回购协议》（见证据1），可见该产品是以债权转让的形式操作的，也就是说是先形成债权再转让给理财范的投资人。 　　由协议可以看出，原始债权人是个人（见证据2），则判断融360与理财范的合作模式与其同银客网等平台的合作模式相同，均是由双方指定的共同出借人先出借资金给原始债务人，形成原始债权后打包成资产包（见证据3），再以债权转让的方式向投资人募集资金。 　　而出借人必为银客网与理财范共同指定的人员，但是此人并非真实的出资人，而是受融360和理财范控制、与二者皆有密切关系的人，真正的出资方应为融360或者理财范或二者皆有。也就是说，融360、理财范以及出借人共同形成了一个募资主体。 　　理财范与融360本身并不具备放贷资格，所以用出借人来规避违规。但是即便如此，三者共同形成的募资主体公开向大众募集资金仍然涉嫌非法集资。原因如下： 1、出借人是被理财范与融360控制的，其账户的资金同样可被其随意支配。也就是说出借人的账户即为理财范和融360建立的可供其支配资金的资金池。 　　2、理财范和融360指定的出借人借给原始借款人所获得的利息必然高于其支付给投资人的收益。 　　3、理财范及融360通过出借人将其自有资金对外放贷，已经属于违规放贷，而债权转让给大众获得的资金将供其继续进行违规放贷，从而获得利差收益。 　　4、出借人转让的债权是众多债权的集合，已经属于信贷资产证券化，且很难一一对应。 　　基于以上四点，理财范和融360未经有关部门批准而违规放贷，非法进行信贷资产证券化，同时向大众宣传、募集资金，已经涉嫌非法集资，已属于重大违法违规。 二、严重诚信问题 1、借款主体造假 理财范的教育贷中，，公布的教育贷申请人为原始债务人（见证据3），但是投资人收回本息的方式并不是原始债务人还本付息，而是债权人回购债权（见证据4）。由此可见在理财范进行融资的真实借款主体是原始债权人。理财范未公布真实借款主体的任何信息，而有意识的将原始债务人列为申请人，误导投资人，是故意欺骗投资人！ 2、担保无效 　　融360为理财范的教育贷进行融资性担保，已经属于违规担保，即使不考虑违规担保，融360本身参与交易，而且是真实借款主体——原始债权人的控制方乃至出资方之一，故融360为此项目进行的担保无效。理财范明知上述情况，仍在网站宣传融360为此项目做全额本息担保，属于故意欺骗投资人。 　　综合以上两点分析，理财范对于借款主体这一借款关键要素造假，而且在明知担保无效的情况下仍大肆宣传，欺骗误导投资人，已经属于严重诚信问题。 红途评审： 　　通过对理财范关于重大违法违规及严重诚信问题两点的评审，理财范已经违反了融360制定的筛选规则，但是融360依然将其纳入了评级对象并给出了B的较高评级。通过以上所有分析，融360这样做的原因显而易见，因其与理财范有合作项目，两者存在十分密切的商业利益关系。如果融360不将理财范列入评级名单，不仅利益受损，而且等于承认了自己也存在违法违规。 　　更有趣的是，融360一直标榜自己的评级客观、公平、公正，在报告的声明中也已经列明了与其有商业合作关系的平台，但是却没有理财范（见证据5），难道融360认为此种合作都不属于有商业合作关系？ 　　作为一家第三方评级机构，融360屡次违反自己制定的筛选规则，还参与到平台的违法违规行为中。融360本身即违法违规，何以鉴别其他机构是否违法违规？融360屡次打破自己制定的规则，又凭什么说自己的评级客观公正？ 证据1： IMG_20180818_200830.jpg (56.9 KB, 下载次数: 0) 下载附件 2018-8-18 20:09 上传 证据2: IMG_20180818_200822.jpg (32.18 KB, 下载次数: 0) 下载附件 2018-8-18 20:09 上传 证据3： IMG_20180818_200815.jpg (54.49 KB, 下载次数: 0) 下载附件 2018-8-18 20:09 上传 证据4：《理财范-债权转让及回购协议》第二条 (责任编辑：admin)",白领贷;理财范;教育贷;融360;抵押贷;首付贷,1,白领贷;理财范;融360;抵押贷;首付贷,1,理财范;融360;首付贷;教育贷;白领贷;抵押贷
7217,12218,????【信而富退出P2P业务 网贷老32家如今仅7家“健在”】 又一家P2P元老级平台，选择了离开。近日，在美上市互金公司#信而富#宣布，由于监管变动和P2P市场的不确定性，正在停止相关业务，向新的助贷业务模式转型。 这是继红岭创投主动清盘后的又一家“元老级”P2P平台离场。 据网贷天 ?????,????【信而富退出P2P业务 网贷老32家如今仅7家健在】http://t.cn/AiNd10ef 又一家P2P元老级平台，选择了离开。近日，在美上市互金公司#信而富#宣布，由于监管变动和P2P市场的不确定性，正在停止相关业务，向新的助贷业务模式转型。 这是继红岭创投主动清盘后的又一家元老级P2P平台离场。 据网贷天 ?????,红岭创投;信而富;上海信而富企业管理有限公司,1,红岭创投;信而富,1,上海信而富企业管理有限公司;红岭创投
7219,12220,东方金钰(600086):因与中信信托债务纠纷 法院裁定冻结公司部分资产, ????东方金钰(600086)16日晚间公告，公司近日收到法院执行裁定书，法院裁决冻结、划拨、查封东方金钰、兴龙实业等的银行存款等财产。经核实，该事项涉及公司与中信信托之间的一笔本金约3亿元的债务纠纷，系中信信托知悉此前中睿泰信查封公司部分财产后引起的保护性司法措施。公司已与中信信托初步达成和解意向，后者暂不会申请进一步强制执行措施。 ???? ????,中信信托;中睿泰信;兴龙实业;东方金钰,1,中睿泰信;兴龙实业;东方金钰,1,中信信托;兴龙实业;中睿泰信
7222,12223,宜人贷、有钱花、悟空理财等40款APP遭监管点名通报,DoNews 7月16日消息（记者 向密） App违法违规收集使用个人信息专项治理工作组(下称App专项治理工作组)发布《关于督促40款存在收集使用个人信息问题的App运营者尽快整改的通知》(下称《通知》)。《通知》指出，40款APP因在个人信息手机使用方面存在问题，且未公开有效联系方式，遭工作组点名。 《通知》指出，根据中央网信办等四部门《关于开展App违法违规收集使用个人信息专项治理的公告》，App专项治理工作组对网民举报存在个人信息收集使用问题的App进行评估。 DoNews记者查阅发现，40款被点名的App中不乏业内知名APP，如有钱花为百度将旗下金融服务事业部拆分后独立运营的度小满金融旗下产品；来分期为美国纽交所上市公司趣店旗下产品。此外，宜人贷借款、拉卡拉、悟空理财等App也被点名。 《通知》显示，被点名的APP需要在10日内联系APP专项治理工作组，领取整改通知，并在《通知》发布之日30日内完成整改并向工作组提交整改报告，逾期未领取整改通知或未完成整改的，工作组将建议相关部门予以处置。（完）,来分期;悟空理财;趣店;百度;宜人贷;度小满金融;有钱花;拉卡拉,1,来分期;悟空理财;趣店;宜人贷;度小满金融;有钱花;拉卡拉,1,有钱花;悟空理财;百度;趣店;拉卡拉;度小满金融;宜人贷;来分期
7225,12226,CC网贷社区：蓝驰创投系列平台：爱当宝（清盘）、零钱包（清盘）、钱牛牛, 蓝驰创投投资的爱当宝又雷了，加上之前已经暴雷的零钱包，还有半雷的钱牛牛，这是妥妥的下一个春晓资本？ ,爱当宝;钱升钱;零钱包;春晓资本;钱牛牛;蓝驰创投,1,爱当宝;零钱包;春晓资本;钱牛牛;蓝驰创投,1,钱升钱;零钱包;蓝驰创投;钱牛牛;春晓资本;爱当宝
7231,12232,通知！合拍在线、壹佰金融等9家深圳平台最新案情进展！速看！                                                                                  刚刚！这56家P2P爆雷平台投资人可在公安部官网登记...（新增5家：博安杰、车能贷、大仓谷、惠盈理财、未了财富 再增49家平台）石头理财、草根投资、新联在线等9家平台最新进展！【附维权新攻略】稳赚宝公布最新兑付公告：想要回本金的必须要行动了！【春晓资本】董事长被抓 曾涉及多家P2P平台业务...【逾情预警+风险评估】量子金融、理财范、富仁金融金联储金服今日发布延期兑付公告，他是否能继续前行？庐江某酒店老板涉嫌非法资金4000万，目前老板失联..., {IMG:1} 投友社讯 12月24日，深圳市公安局福田分局在其官方微信上公布了9家立案平台的最新进展。这9家平台分别是：合拍在线、壹佰金融、五星财富、众车在线、财富中国、小零钱、钱爸爸、合时代、前金融。 合拍在线警方已冻结资金400万元人民币，并对其他涉案账户依法调查冻结，冻结资金200万元。此外，警方还对新股东发标的借款单位进行调查取证。 {IMG:2} 警方已将壹佰金融犯罪嫌疑人姜某等移送至检察院审查起诉，冻结涉案资金1300万，同时，还持续约谈相关责任方，加紧敦促各方进行回款，对主犯卢某建采取刑事强制措施。 {IMG:3} 警方已对五星财富老板刘某和总经理王某已送至福田区人民检察院审查起诉。对涉案公司在郴州的两套房产进行核查，并对平台投资的相关演唱会和在厦门的投资项目进行核查。此外，警方已对刘某的关联账户进行调查，其中部分账户已被法院冻结，并被警方已轮候冻结。 {IMG:4} 警方已完成众车在线平台数据的提取工作，已聘请第三方技术公司开展全面的数据分析工作。目前，警方正在对众车在线相关债权的真实性进行核查，下一步将出差河南、梅州等地核实或调取相关证据。 {IMG:5} 警方已将财富中国包括吕某等在内的6名犯罪嫌疑人移交至检察院审查起诉。资产方面，警方近期查封重庆地区涉案房产2套，目前累计查封共76套，冻结各类涉案账户内资金7960余万元。警方已协调重庆、广西、湖北等多地公安在当地有分公司的进行立案，并核实在当地的涉案资产。目前，已扣押涉案奔驰车10余辆。此外，已对部分在当地的涉案人员采取强制措施。 {IMG:6} 警方表示已将小零钱定性为集资诈骗案，并已抓获公司标的负责人沈某，目前累计抓获4名犯罪嫌疑人。 {IMG:7} 警方已对钱爸爸以集资诈骗罪立案侦查，并移交检察院审查起诉。同时，已冻结涉案资金1.2亿余元人民币，查封涉案房产11套、涉案车辆2辆，并聘请相关机构进行数据鉴定和审核。 {IMG:8} 警方已对合时代平台关联公司股权予以冻结，并正对平台运营期间历任股东的责任进行全面侦查，同时，约谈平台部分借款人和渠道方，要求加快回款速度。 {IMG:9} 于12月6日对前金融犯罪嫌疑人以涉嫌集资诈骗罪进行逮捕，同时已聘请司法审计所对案件的资金流向进行审计。并对近期在案件侦办及司法审计过程中发现的涉及该平台控股公司等线索开展新一轮的调查取证。 {IMG:10} 热门阅读：刚刚！这56家P2P爆雷平台投资人可在公安部官网登记...（新增5家：博安杰、车能贷、大仓谷、惠盈理财、未了财富 再增49家平台） 国际天网行动 开启搜刮模式 还有多少跑路的P2P实控人未归案？（附加名单及相片） 石头理财、草根投资、新联在线等9家平台最新进展！【附维权新攻略】稳赚宝公布最新兑付公告：想要回本金的必须要行动了！【春晓资本】董事长被抓 曾涉及多家P2P平台业务...【逾情预警+风险评估】量子金融、理财范、富仁金融金联储金服今日发布延期兑付公告，他是否能继续前行？庐江某酒店老板涉嫌非法资金4000万，目前老板失联... 编辑：Kevin? 审核：小美? 来源：深圳警方 声明|登载文章内容仅供传递信息，不构成投资建议，转载请注明来源于金融宝宝1号。投资有风险，请谨慎理财！ 爆料助理Q Q：307448593 爆料客服微信：jrbbyh 有奖爆料邮箱：baoliao@jrbbyh.com 金融宝宝1号（http://www.jrbbyh.com） 有一万种方式让您的生活变得更好！ {IMG:11} ,理财范;富仁金融;博安杰;小零钱;稳赚;车能贷;稳赚宝;合拍在线;量子金融;钱爸爸;前金融;财富中国;惠盈理财;大仓谷;金联储;石头理财;未了财富;五星财富;新联在线;壹佰金融;合时代;草根投资;众车在线,1,博安杰;小零钱;车能贷;合拍在线;钱爸爸;前金融;财富中国;惠盈理财;大仓谷;石头理财;未了财富;五星财富;壹佰金融;合时代;新联在线;草根投资;众车在线,1,财富中国;小零钱;未了财富;金联储;钱爸爸;富仁金融;博安杰;合拍在线;大仓谷;众车在线;石头理财;惠盈理财;五星财富;前金融;壹佰金融;草根投资;理财范;车能贷;量子金融;稳赚宝;新联在线;合时代;钱爸爸
7232,12233,//@雅妮勤儿:强烈要求静安区政府和静安经贞处理#华融道#案参照“团贷网”和杨浦区“中赢金融”做法：一、建立有政府参加的金融案协调小组。二、增强警力加快追赃挽损进度。三、及时发布警情通报。四、冻结借款企业资产。五、抓实控人。#华融道唯权#,//@雅妮勤儿:强烈要求静安区政府和静安经贞处理#华融道#案参照团贷网和杨浦区中赢金融做法：一、建立有政府参加的金融案协调小组。二、增强警力加快追赃挽损进度。三、及时发布警情通报。四、冻结借款企业资产。五、抓实控人。#华融道唯权#,团贷网;华融道;中赢金融,1,团贷网;华融道;中赢金融,1,华融道
7236,12237,理财新宠：余额宝、PPmoney、宜人贷、付融宝、中再融," 自监管新规出台,打破行业的保本保息和刚性兑付,意味着即使是安全性较高的银行理财,也不再稳赚不赔。为了满足资产增值需求,投资人不再盲目申购理财产品,转而寻求更稳健的投资方式。当前,P2P理财就是不错的增值渠道,兼顾安全和收益,成为理财市场的新宠。其中拍拍贷、集富小金库、百度理财表现尤为出色,有的平台收益更是突破17.8%,值得作为投资参考。 {IMG:1} 拍拍贷:历史年化6% 拍拍贷,作为一家有十余年历史的创新型网贷平台,运营至今,不仅在用户规模上表现出色,为超过7000多万名投融用户提供专业服务,实力更是日益增强,在2017年就完成了赴美上市的目标,使其一举成为业内少有的上市系理财平台。 从理财服务来看,以热销项目新彩虹计划为例,坚持小额的原则,采用分散投资的策略,实行智能自动投标的方式,为用户提供高效便捷的理财体验。项目1000元起投,锁定期在90至540天之间,历史年化6%起。 集富小金库:国资控股100%平台,综合年化17.8%、 {IMG:2} 集富小金库,是一家国资控股100%平台,控股股东为中翰集富控股(深圳)有限公司,后者系国企100%控股企业。平台稳健发展至今,专注于有银行承兑汇票做担保的理财项目,无论是安全性还是收益性,在同资质平台中都占据领先位置。 目前,平台的票金贷产品较为热销,期限28天,历史年化12.88%。如果投资1万元,预期收益206元,投资越多收益越多。 近期,为了回馈用户,平台大力开展投资送好礼活动,无论是自己投资,还是邀请好友投资,都有机会兑换iPhone8、iPad mini4或是现金红包等奖励。此外,新注册用户还有额外福利,注册即送28888元投资体验金,可使用28元红包,投资200元即可提现,1个月到期后收益高达36元。 感兴趣的用户可以下载APP体验一番。手机用户均可以通过各大应用市场搜索集富小金库进行下载。也可在网络上搜索集富小金库,登陆官网(认准左上方国资控股字样)在线投资或扫码下载APP。此外,投资者在微信端搜索小金库官服微信公众号,关注后也可注册投资。 百度理财:年化利率4.1% 百度理财是一家有4年多历史的金融服务平台,由百度提供信用背书和资源支持,至今已经为大量投资人提供专业服务。依托百度强大的实力和影响力,平台与国内规模较大、实力较强的金融机构展开合作,联合推出了多款安全与收益俱佳的金融产品。 目前上线的有活期理财、基金理财、股票等多种类型的金融产品,不仅丰富了用户选择,并且收益可观,满足用户资产增值需求。其中活期理财产品,本质为货币基金,具有投资门槛低、期限灵活的特点,以百赚、长江天天盈为例,历史年化利率集中在4.1%——4.8%。 当前,较为稳健的理财平台还有余额宝、PPmoney、宜人贷、付融宝、中再融等,大众可以尝试投资体验一番。 ",付融宝;中再融;蚂蚁金服;余额宝;宜人贷;PPmoney;宜信,1,中再融,1,付融宝;PPmoney;中再融;宜人贷
